model,sample,dependent,variable,coef,std_err,p_value,nobs,firms,years,r2_within,engine,raw_p_value,adjusted_p_value_BH,significance_raw,significance_adjusted,theory_score,robustness_score,recommendation
D14A_ctrl_prov_sci_tech,,ln_invention_apply,manufacturing_post2021,-0.026499012767555945,0.025420017082827685,0.2972168918187681,25813.0,5254.0,6.0,-0.025867530456923804,PanelOLS,0.2972168918187681,0.7741835873750684,0,0,3,1,not_recommended
D14A_ctrl_prov_sci_tech,,ln_invention_apply,ln_assets,0.047339860175218296,0.021013706803346865,0.024281721630964315,25813.0,5254.0,6.0,-0.025867530456923804,PanelOLS,0.024281721630964315,,1,0,1,1,control_variable
D14A_ctrl_prov_sci_tech,,ln_invention_apply,roa,0.0067345784130308116,0.07822118984688069,0.9313904660818118,25813.0,5254.0,6.0,-0.025867530456923804,PanelOLS,0.9313904660818118,,0,0,1,1,control_variable
D14A_ctrl_prov_sci_tech,,ln_invention_apply,cashflow_ratio,0.020897207475966864,0.0945236815786203,0.8250330646166075,25813.0,5254.0,6.0,-0.025867530456923804,PanelOLS,0.8250330646166075,,0,0,1,1,control_variable
D14A_ctrl_prov_sci_tech,,ln_invention_apply,firm_age,-0.06274381417862974,0.08250754366961922,0.4469874724401601,25813.0,5254.0,6.0,-0.025867530456923804,PanelOLS,0.4469874724401601,,0,0,1,1,control_variable
D14A_ctrl_prov_sci_tech,,ln_invention_apply,province_sci_tech_ratio,-0.6820519385053464,1.4282941996956613,0.6329905359172394,25813.0,5254.0,6.0,-0.025867530456923804,PanelOLS,0.6329905359172394,,0,0,1,1,control_variable
D14B_ctrl_prov_rd,,ln_invention_apply,manufacturing_post2021,-0.026655663352400612,0.025408696519266805,0.2941553049202281,25813.0,5254.0,6.0,-0.026194391041197473,PanelOLS,0.2941553049202281,0.7741835873750684,0,0,3,1,not_recommended
D14B_ctrl_prov_rd,,ln_invention_apply,ln_assets,0.046887914468249685,0.021073009703529606,0.02609056210016414,25813.0,5254.0,6.0,-0.026194391041197473,PanelOLS,0.02609056210016414,,1,0,1,1,control_variable
D14B_ctrl_prov_rd,,ln_invention_apply,roa,0.006079543989976975,0.0781968713262962,0.9380303501444063,25813.0,5254.0,6.0,-0.026194391041197473,PanelOLS,0.9380303501444063,,0,0,1,1,control_variable
D14B_ctrl_prov_rd,,ln_invention_apply,cashflow_ratio,0.02029761586485297,0.0946071131654044,0.8301231136365836,25813.0,5254.0,6.0,-0.026194391041197473,PanelOLS,0.8301231136365836,,0,0,1,1,control_variable
D14B_ctrl_prov_rd,,ln_invention_apply,firm_age,-0.06361995827683574,0.0824062141916353,0.44010633791612097,25813.0,5254.0,6.0,-0.026194391041197473,PanelOLS,0.44010633791612097,,0,0,1,1,control_variable
D14B_ctrl_prov_rd,,ln_invention_apply,province_rd_intensity,0.07712927416626127,3.061450465578153,0.9799007041864773,25813.0,5254.0,6.0,-0.026194391041197473,PanelOLS,0.9799007041864773,,0,0,1,1,control_variable
D14C_ctrl_prov_both,,ln_invention_apply,manufacturing_post2021,-0.026406475135109096,0.02544847933958475,0.29944779379041675,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.29944779379041675,0.7741835873750684,0,0,3,1,not_recommended
D14C_ctrl_prov_both,,ln_invention_apply,ln_assets,0.047215686264062875,0.02106555055193125,0.025012771684159496,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.025012771684159496,,1,0,1,1,control_variable
D14C_ctrl_prov_both,,ln_invention_apply,roa,0.007085492873090237,0.07815579780438889,0.9277647749981859,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.9277647749981859,,0,0,1,1,control_variable
D14C_ctrl_prov_both,,ln_invention_apply,cashflow_ratio,0.020964479798322378,0.09449243109060286,0.8244218697033154,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.8244218697033154,,0,0,1,1,control_variable
D14C_ctrl_prov_both,,ln_invention_apply,firm_age,-0.06260090676019417,0.08253454407443278,0.4481716145408843,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.4481716145408843,,0,0,1,1,control_variable
D14C_ctrl_prov_both,,ln_invention_apply,province_sci_tech_ratio,-0.7389550570087784,1.5178322885713373,0.6263705710284864,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.6263705710284864,,0,0,1,1,control_variable
D14C_ctrl_prov_both,,ln_invention_apply,province_rd_intensity,0.5245005724088073,3.269362799723235,0.8725447316259891,25813.0,5254.0,6.0,-0.025328322958550364,PanelOLS,0.8725447316259891,,0,0,1,1,control_variable
