stock_code,firm_name,year,industry_code,industry_name,manufacturing,province_std,rd_intensity,rd_tax_deduction,rd_expense_est,patent_stock,gov_subsidy_rd,rd_deduction_rate,ln_assets,roa,lev,firm_age,dual_position,post2021,post2022,post2023,manufacturing_post2021,manufacturing_post2022,province_gdp,ln_gdp_prov,province_budget_exp,province_sci_tech_exp,sci_tech_exp_ratio,ip_protection_score,invention_apply,invention_grant,patent_apply_total,patent_grant_total,tech_market_turnover,ln_patent_stock,asinh_patent_stock,ln_rd_tax_deduction,ln_rd_expense_est,gov_subsidy_rd_missing,gov_subsidy_rd_zero,ln_gov_subsidy_rd,ln_patent_stock_w,asinh_patent_stock_w,rd_intensity_w,ln_rd_expense_est_w,ln_gov_subsidy_rd_w,ln_assets_w,roa_w,lev_w,firm_age_w,sci_tech_exp_ratio_w,province_gdp_w,province_budget_exp_w,province_sci_tech_exp_w,ip_protection_score_w,tech_market_turnover_w,invention_apply_w,invention_grant_w,ln_rd_tax_deduction_w,ln_rd_tax_deduction_l1
603078,江化微,2023,C26,化学原料和化学制品制造业,1,,5.8,-5657797.82,22631191.28,99,,1.0,21.72,0.024806,0.307384,6,1,1,1,1,1,1,,,,,,,,,,,,4.605170185988092,5.288292537319899,0.0,16.93483970203716,1,0.0,0.0,4.605170185988092,5.288292537319899,5.8,16.93483970203716,0.0,21.72,0.024806,0.307384,6,,,,,,,,,0.0,0.0
603078,江化微,2024,C26,化学原料和化学制品制造业,1,,5.34,-5416127.14,21664508.56,95,,1.0,21.69,0.031018,0.279795,7,1,1,1,1,1,1,,,,,,,,,,,,4.564348191467836,5.247051771840578,0.0,16.891185975466268,1,0.0,0.0,4.564348191467836,5.247051771840578,5.34,16.891185975466268,0.0,21.69,0.031018,0.279795,7,,,,,,,,,0.0,0.0
603081,大丰实业,2024,C35,专用设备制造业,1,浙江省,5.65,-14537246.35,58148985.4,1000,2811863.36,1.0,22.8,0.007818,0.633011,7,1,1,1,1,1,1,90007.0,11.40764272406565,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22,6.90875477931522,7.600902709541988,0.0,17.87851900599457,0,2811863.36,14.849358294618424,6.90875477931522,7.600902709541988,5.65,17.87851900599457,14.849358294618424,22.8,0.007818,0.633011,7,,90007.0,12564.65,,91.29,5015.22,132051.0,78477.0,0.0,
603088,宁波精达,2019,C35,专用设备制造业,1,浙江省,5.27,-2293562.37,12232332.64,90,7362531.1,0.75,20.53,0.07716,0.328755,5,0,0,0,0,0,0,64632.0,11.07646492315954,10053.03,516.06,5.13,88.84,112981.0,33964.0,435883.0,285342.0,888.01,4.51085950651685,5.192987713658941,0.0,16.319593302216436,0,7362531.1,15.811914466864563,4.51085950651685,5.192987713658941,5.27,16.319593302216436,15.811914466864563,20.53,0.07716,0.328755,5,5.13,64632.0,10053.03,516.06,88.84,888.01,112981.0,33964.0,0.0,
603088,宁波精达,2020,C35,专用设备制造业,1,浙江省,4.89,-2473205.89,13190431.41333333,102,3037209.36,0.75,20.65,0.073758,0.38936,6,0,0,0,0,0,0,67164.5,11.11490011311595,10082.01,472.13,4.68,88.84,129708.0,49888.0,507050.0,391700.0,1403.32,4.634728988229636,5.318144022197688,0.0,16.395002307577915,0,3037209.36,14.926450007351878,4.634728988229636,5.318144022197688,4.89,16.395002307577915,14.926450007351878,20.65,0.073758,0.38936,6,4.68,67164.5,10082.01,472.13,88.84,1403.32,129708.0,49888.0,0.0,0.0
603088,宁波精达,2021,C35,专用设备制造业,1,浙江省,3.71,-2726995.02,10907980.08,116,2835027.4,1.0,20.87,0.074025,0.522179,7,0,1,0,0,1,0,76765.3,11.24850799411637,11014.59,578.6,5.25,91.29,129821.0,56796.0,503197.0,465468.0,1855.78,4.762173934797756,5.446755950221092,0.0,16.205005288439327,0,2835027.4,14.857562512730498,4.762173934797756,5.446755950221092,3.71,16.205005288439327,14.857562512730498,20.87,0.074025,0.522179,7,5.25,76765.3,11014.59,578.6,91.29,1855.78,129821.0,56796.0,0.0,0.0
603088,宁波精达,2022,C35,专用设备制造业,1,浙江省,4.05,-3450347.6,13801390.4,154,1720135.29,1.0,21.02,0.106889,0.516805,8,0,1,1,0,1,1,80770.0,11.29936088843634,12017.78,680.89,5.67,91.29,122807.0,61286.0,513830.0,443985.0,2435.07,5.043425116919247,5.730110324213542,0.0,16.44027997113178,0,1720135.29,14.357914084022536,5.043425116919247,5.730110324213542,4.05,16.44027997113178,14.357914084022536,21.02,0.106889,0.516805,8,5.67,80770.0,12017.78,680.89,91.29,2435.07,122807.0,61286.0,0.0,0.0
603097,江苏华辰,2024,C38,电气机械和器材制造业,1,,3.71,-9188292.69,36753170.76,158,,1.0,21.59,0.038376,0.564527,2,1,1,1,1,1,1,,,,,,,,,,,,5.0689042022202315,5.755752227857249,0.0,17.419735086293496,1,0.0,0.0,5.0689042022202315,5.755752227857249,3.71,17.419735086293496,0.0,21.59,0.038376,0.564527,2,,,,,,,,,0.0,
603100,川仪股份,2023,C40,仪器仪表制造业,1,重庆市,7.08,-56260954.14,225043816.56,946,,1.0,22.84,0.089697,0.522634,9,0,1,1,1,1,1,30614.3,10.3292224990418,5304.56,102.54,1.93,81.54,30517.0,13600.0,92060.0,54136.0,718.49,6.853299093186078,7.545390028967534,0.0,19.231805685919515,1,0.0,0.0,6.853299093186078,7.545390028967534,7.08,19.231805685919515,0.0,22.84,0.089697,0.522634,9,1.93,30614.3,5304.56,102.54,81.54,718.49,30517.0,13600.0,0.0,
603100,川仪股份,2024,C40,仪器仪表制造业,1,重庆市,7.05,-59467925.1,237871700.4,1083,,1.0,22.85,0.092781,0.480365,10,0,1,1,1,1,1,32046.7,10.37494949292908,5621.21,,,81.54,32663.0,14282.0,96787.0,54753.0,943.82,6.988413181999592,7.680637640709768,0.0,19.287242016537515,1,0.0,0.0,6.988413181999592,7.680637640709768,7.05,19.287242016537515,0.0,22.85,0.092781,0.480365,10,,32046.7,5621.21,,81.54,943.82,32663.0,14282.0,0.0,0.0
603105,芯能科技,2022,C38,电气机械和器材制造业,1,,4.87,-681529.61,2726118.44,127,2961181.78,1.0,21.98,0.054577,0.497001,4,0,1,1,0,1,1,,,,,,,,,,,,4.852030263919617,5.5373497666891724,0.0,14.81838970539248,0,2961181.78,14.901099334324122,4.852030263919617,5.5373497666891724,4.87,14.887738438129867,14.901099334324122,21.98,0.054577,0.497001,4,,,,,,,,,0.0,
603105,芯能科技,2023,D44,电力、热力生产和供应业,0,,4.9,-796096.2,3184384.8,169,89216.04,1.0,22.19,0.050604,0.523913,5,0,1,1,1,0,0,,,,,,,,,,,,5.135798437050262,5.8230546485630095,0.0,14.97376998694783,0,89216.04,11.398827331714063,5.135798437050262,5.8230546485630095,4.9,14.97376998694783,11.398827331714063,22.19,0.050604,0.523913,5,,,,,,,,,0.0,0.0
603105,芯能科技,2024,D44,电力、热力生产和供应业,0,,4.75,-998419.9,3993679.6,163,1802607.54,1.0,22.18,0.045049,0.490401,6,0,1,1,1,0,0,,,,,,,,,,,,5.099866427824199,5.786906790696059,0.0,15.200223819805197,0,1802607.54,14.404745362694467,5.099866427824199,5.786906790696059,4.75,15.200223819805197,14.404745362694467,22.18,0.045049,0.490401,6,,,,,,,,,0.0,0.0
603106,恒银科技,2021,C39,计算机、通信和其他电子设备制造业,1,,11.45,-12278843.17,49115372.68,530,4113565.24,1.0,21.62,0.007767,0.336054,4,0,1,0,0,1,0,,,,,,,,,,,,6.274762021241939,6.9660250771013645,0.0,17.70968265332848,0,4113565.24,15.22980090853671,6.274762021241939,6.9660250771013645,11.45,17.70968265332848,15.22980090853671,21.62,0.007767,0.336054,4,,,,,,,,,0.0,
603106,恒银科技,2022,C39,计算机、通信和其他电子设备制造业,1,,14.65,-12761593.44,51046373.76,596,2022955.24,1.0,21.52,-0.068594,0.335209,5,1,1,1,0,1,1,,,,,,,,,,,,6.391917113392602,7.083388551421678,0.0,17.74824508653721,0,2022955.24,14.520070484675193,6.391917113392602,7.083388551421678,14.65,17.74824508653721,14.520070484675193,21.52,-0.068594,0.335209,5,,,,,,,,,0.0,0.0
603106,恒银科技,2023,C39,计算机、通信和其他电子设备制造业,1,,14.76,-9625051.95,38500207.8,732,,1.0,21.32,-0.114113,0.305544,6,1,1,1,1,1,1,,,,,,,,,,,,6.597145701886651,7.288928161092043,0.0,17.46617422261993,1,0.0,0.0,6.597145701886651,7.288928161092043,14.76,17.46617422261993,0.0,21.32,-0.114113,0.305544,6,,,,,,,,,0.0,0.0
603106,恒银科技,2024,C39,计算机、通信和其他电子设备制造业,1,,11.09,-6244991.48,24979965.92,778,,1.0,21.28,0.023023,0.250751,7,1,1,1,1,1,1,,,,,,,,,,,,6.658011045870748,7.349874117767337,0.0,17.033584738401423,1,0.0,0.0,6.658011045870748,7.349874117767337,11.09,17.033584738401423,0.0,21.28,0.023023,0.250751,7,,,,,,,,,0.0,0.0
603109,神驰机电,2021,C34,通用设备制造业,1,重庆市,2.58,-8217252.12,32869008.48,239,,1.0,21.68,0.075252,0.429384,2,1,1,0,0,1,0,28092.5,10.24325791578206,4835.06,92.64,1.92,81.54,24068.0,9413.0,83555.0,76206.0,184.52,5.480638923341991,6.169615109136801,0.0,17.30804081071723,1,0.0,0.0,5.480638923341991,6.169615109136801,2.58,17.30804081071723,0.0,21.68,0.075252,0.429384,2,1.92,28092.5,4835.06,92.64,81.54,184.52,24068.0,9413.0,0.0,
603109,神驰机电,2022,C34,通用设备制造业,1,重庆市,2.84,-7722560.76,30890243.04,271,3526302.6,1.0,21.8,0.07029,0.430822,3,1,1,1,0,1,1,28771.8,10.26715101976053,4892.77,98.89,2.02,81.54,28907.0,12207.0,86751.0,66467.0,559.47,5.605802066295998,6.295269405515346,0.0,17.245950965154915,0,3526302.6,15.075760741466407,5.605802066295998,6.295269405515346,2.84,17.245950965154915,15.075760741466407,21.8,0.07029,0.430822,3,2.02,28771.8,4892.77,98.89,81.54,559.47,28907.0,12207.0,0.0,0.0
603109,神驰机电,2023,C38,电气机械和器材制造业,1,重庆市,3.37,-11871574.99,47486299.96,341,1257516.57,1.0,21.92,0.068231,0.454636,4,1,1,1,1,1,1,30614.3,10.3292224990418,5304.56,102.54,1.93,81.54,30517.0,13600.0,92060.0,54136.0,718.49,5.834810737062605,6.525031807800839,0.0,17.675951826567243,0,1257516.57,14.044650153025419,5.834810737062605,6.525031807800839,3.37,17.675951826567243,14.044650153025419,21.92,0.068231,0.454636,4,1.93,30614.3,5304.56,102.54,81.54,718.49,30517.0,13600.0,0.0,0.0
603109,神驰机电,2024,C38,电气机械和器材制造业,1,重庆市,3.44,-5085124.34,20340497.36,372,1344227.97,1.0,21.98,0.055033,0.457408,5,1,1,1,1,1,1,32046.7,10.37494949292908,5621.21,,,81.54,32663.0,14282.0,96787.0,54753.0,943.82,5.921578419643816,6.6120428413954295,0.0,16.828124449759457,0,1344227.97,14.111331150138168,5.921578419643816,6.6120428413954295,3.44,16.828124449759457,14.111331150138168,21.98,0.055033,0.457408,5,,32046.7,5621.21,,81.54,943.82,32663.0,14282.0,0.0,0.0
603111,康尼机电,2024,C37,铁路、船舶、航空航天和其他运输设备制造业,1,,8.68,-43292528.72,173170114.88,1308,,1.0,22.66,0.052502,0.412824,10,0,1,1,1,1,1,,,,,,,,,,,,7.1770187659099,7.869401858702056,0.0,18.969784998097133,1,0.0,0.0,7.1770187659099,7.869401858702056,8.68,18.969784998097133,0.0,22.66,0.052502,0.412824,10,,,,,,,,,0.0,
603115,海星股份,2023,C39,计算机、通信和其他电子设备制造业,1,江苏省,7.28,-8363385.64,33453542.56,9,,1.0,21.6,0.057125,0.169303,4,0,1,1,1,1,1,130924.3,11.78237457256093,15242.28,761.46,5.0,91.74,191877.0,107899.0,684579.0,447006.0,3331.0,2.302585092994046,2.8934439858858716,0.0,17.325668274951603,1,0.0,0.0,2.302585092994046,2.8934439858858716,7.28,17.325668274951603,0.0,21.6,0.057125,0.169303,4,5.0,130924.3,15242.28,761.46,91.74,3331.0,191877.0,107899.0,0.0,
603115,海星股份,2024,C39,计算机、通信和其他电子设备制造业,1,江苏省,6.82,-8568092.54,34272370.16,11,,1.0,21.69,0.061406,0.222745,5,0,1,1,1,1,1,136696.9,11.82552134505915,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14,2.4849066497880004,3.093102195050827,0.0,17.349850082002902,1,0.0,0.0,2.4849066497880004,3.093102195050827,6.82,17.349850082002902,0.0,21.69,0.061406,0.222745,5,,136696.9,15293.57,,91.74,5019.14,229685.0,135838.0,0.0,0.0
603151,邦基科技,2024,C13,农副食品加工业,0,山东省,1.63,-2028860.47,8115441.88,68,2930687.2,1.0,21.31,0.028631,0.288139,2,1,1,1,1,0,0,98406.9,11.49686620253314,13077.19,,,90.33,110207.0,63822.0,442533.0,281580.0,4866.92,4.23410650459726,4.912708947095866,0.0,15.909279332919152,0,2930687.2,14.890747833959209,4.23410650459726,4.912708947095866,1.63,15.909279332919152,14.890747833959209,21.31,0.028631,0.288139,2,,98406.9,13077.19,,90.33,4866.92,110207.0,63822.0,0.0,
603155,新亚强,2022,C26,化学原料和化学制品制造业,1,,3.25,-5482649.69,21930598.76,51,,1.0,21.72,0.111504,0.12149,2,1,1,1,0,1,1,,,,,,,,,,,,3.9512437185814275,4.625068916307673,0.0,16.903393468857306,1,0.0,0.0,3.9512437185814275,4.625068916307673,3.25,16.903393468857306,0.0,21.72,0.111504,0.12149,2,,,,,,,,,0.0,
603155,新亚强,2023,C26,化学原料和化学制品制造业,1,,4.95,-4145681.07,16582724.28,66,659622.68,1.0,21.65,0.048573,0.101424,3,0,1,1,1,1,1,,,,,,,,,,,,4.204692619390966,4.882859309749067,0.0,16.62387206569587,0,659622.68,13.399424769568958,4.204692619390966,4.882859309749067,4.95,16.62387206569587,13.399424769568958,21.65,0.048573,0.101424,3,,,,,,,,,0.0,0.0
603155,新亚强,2024,C26,化学原料和化学制品制造业,1,,4.69,-3749674.49,14998697.96,73,,1.0,21.66,0.044833,0.098828,4,0,1,1,1,1,1,,,,,,,,,,,,4.30406509320417,4.983653531524327,0.0,16.5234740193047,1,0.0,0.0,4.30406509320417,4.983653531524327,4.69,16.5234740193047,0.0,21.66,0.044833,0.098828,4,,,,,,,,,0.0,0.0
603158,腾龙股份,2023,C36,汽车制造业,1,,4.82,-21369085.08,85476340.32,300,4426857.51,1.0,22.24,0.051436,0.484737,8,1,1,1,1,1,1,,,,,,,,,,,,5.707110264748875,6.39693243298235,0.0,18.26375018590819,0,4426857.51,15.303200750507793,5.707110264748875,6.39693243298235,4.82,18.26375018590819,15.303200750507793,22.24,0.051436,0.484737,8,,,,,,,,,0.0,
603158,腾龙股份,2024,C36,汽车制造业,1,,4.86,-23062654.66,92250618.64,300,1053483.0,1.0,22.28,0.059596,0.476887,9,0,1,1,1,1,1,,,,,,,,,,,,5.707110264748875,6.39693243298235,0.0,18.340019557827123,0,1053483.0,13.867613324640713,5.707110264748875,6.39693243298235,4.86,18.340019557827123,13.867613324640713,22.28,0.059596,0.476887,9,,,,,,,,,0.0,0.0
603160,汇顶科技,2019,C39,计算机、通信和其他电子设备制造业,1,广东省,16.67,-110503930.87,589354297.9733334,768,16009348.03,0.75,22.78,0.2007718799999991,0.179564,3,1,0,0,0,0,0,110468.1,11.6124820704788,17297.85,1168.79,6.76,90.86,203311.0,59742.0,807700.0,527390.0,2223.08,6.645090969505644,7.3369373375626,0.0,20.194538087041966,0,16009348.03,16.58868342393388,6.645090969505644,7.3369373375626,16.67,20.194538087041966,16.58868342393388,22.78,0.19957159839999877,0.179564,3,6.76,110468.1,17297.85,1168.79,90.86,2223.08,203311.0,59742.0,0.0,
603165,荣晟环保,2021,C22,造纸和纸制品业,0,浙江省,4.51,-15913025.38,84869468.69333334,102,2467715.88,0.75,21.67,0.110154,0.275621,4,1,1,0,0,0,0,76765.3,11.24850799411637,11014.59,578.6,5.25,91.29,129821.0,56796.0,503197.0,465468.0,1855.78,4.634728988229636,5.318144022197688,0.0,18.256624983467912,0,2467715.88,14.718803941057459,4.634728988229636,5.318144022197688,4.51,18.256624983467912,14.718803941057459,21.67,0.110154,0.275621,4,5.25,76765.3,11014.59,578.6,91.29,1855.78,129821.0,56796.0,0.0,
603165,荣晟环保,2022,C22,造纸和纸制品业,0,浙江省,5.03,-18526997.85,98810655.2,136,2618067.77,0.75,21.7,0.063242,0.251393,5,1,1,1,0,0,0,80770.0,11.29936088843634,12017.78,680.89,5.67,91.29,122807.0,61286.0,513830.0,443985.0,2435.07,4.919980925828125,5.605815582457951,0.0,18.40871601317733,0,2618067.77,14.777947493250602,4.919980925828125,5.605815582457951,5.03,18.40871601317733,14.777947493250602,21.7,0.063242,0.251393,5,5.67,80770.0,12017.78,680.89,91.29,2435.07,122807.0,61286.0,0.0,0.0
603165,荣晟环保,2023,C22,造纸和纸制品业,0,浙江省,5.36,-13617538.17,54470152.68,154,,1.0,22.01,0.074636,0.384437,6,1,1,1,1,0,0,85619.6,11.35766950788237,12353.09,787.48,6.37,91.29,117996.0,64760.0,553317.0,381835.0,4323.71,5.043425116919247,5.730110324213542,0.0,17.81316347072544,1,0.0,0.0,5.043425116919247,5.730110324213542,5.36,17.81316347072544,0.0,22.01,0.074636,0.384437,6,6.37,85619.6,12353.09,787.48,91.29,4323.71,117996.0,64760.0,0.0,0.0
603165,荣晟环保,2024,C22,造纸和纸制品业,0,浙江省,5.44,-12767818.0,51071272.0,169,,1.0,22.27,0.060849,0.505154,7,0,1,1,1,0,0,90007.0,11.40764272406565,12564.65,,,91.29,132051.0,78477.0,576160.0,400795.0,5015.22,5.135798437050262,5.8230546485630095,0.0,17.748732724884537,1,0.0,0.0,5.135798437050262,5.8230546485630095,5.44,17.748732724884537,0.0,22.27,0.060849,0.505154,7,,90007.0,12564.65,,91.29,5015.22,132051.0,78477.0,0.0,0.0
603166,福达股份,2019,C36,汽车制造业,1,广西壮族自治区,5.12,-9055578.63,48296419.36000001,155,10624000.0,0.75,21.89,0.041498,0.330607,5,0,0,0,0,0,0,21341.5,9.968408812919689,5850.96,72.33,1.24,76.47,12412.0,3413.0,41900.0,22687.0,77.56,5.049856007249537,5.736582703144037,0.0,17.692868003246925,0,10624000.0,16.178626244824855,5.049856007249537,5.736582703144037,5.12,17.692868003246925,16.178626244824855,21.89,0.041498,0.330607,5,1.24,21341.5,5850.96,72.33,76.47,77.56,12412.0,3413.0,0.0,
603166,福达股份,2020,C36,汽车制造业,1,广西壮族自治区,5.05,-9958258.03,53110709.49333333,162,3754940.0,0.75,21.94,0.059176,0.331841,6,0,0,0,0,0,0,22250.7,10.01012874777367,6179.47,66.26,1.07,76.47,12854.0,3521.0,51712.0,34470.0,91.67,5.093750200806762,5.780753041643107,0.0,17.78788917007851,0,3754940.0,15.138583130673442,5.093750200806762,5.780753041643107,5.05,17.78788917007851,15.138583130673442,21.94,0.059176,0.331841,6,1.07,22250.7,6179.47,66.26,76.47,91.67,12854.0,3521.0,0.0,0.0
603166,福达股份,2022,C36,汽车制造业,1,广西壮族自治区,6.93,-11772046.74,47088186.96,270,3900023.08,1.0,21.9,0.020211,0.266225,8,0,1,1,0,1,1,26419.7,10.18186522297778,5893.32,104.12,1.77,79.17,13611.0,5472.0,56283.0,44691.0,226.99,5.602118820879701,6.291572568895961,0.0,17.667532741122585,0,3900023.08,15.176493285439788,5.602118820879701,6.291572568895961,6.93,17.667532741122585,15.176493285439788,21.9,0.020211,0.266225,8,1.77,26419.7,5893.32,104.12,79.17,226.99,13611.0,5472.0,0.0,0.0
603169,兰石重装,2021,C35,专用设备制造业,1,,2.28,-4308951.46,17235805.84,297,9625229.03,1.0,23.22,0.010998,0.73708,7,0,1,0,0,1,0,,,,,,,,,,,,5.697093486505405,6.386882153528514,0.0,16.662499570878555,0,9625229.03,16.07989833707332,5.697093486505405,6.386882153528514,2.28,16.662499570878555,16.07989833707332,23.22,0.010998,0.73708,7,,,,,,,,,0.0,
603169,兰石重装,2022,C35,专用设备制造业,1,,3.09,-6532993.99,26131975.96,447,5885828.0,1.0,23.18,0.015592,0.714242,8,0,1,1,0,1,1,,,,,,,,,,,,6.104793232414985,6.795707026366057,0.0,17.078670293264754,0,5885828.0,15.58805815536577,6.104793232414985,6.795707026366057,3.09,17.078670293264754,15.58805815536577,23.18,0.015592,0.714242,8,,,,,,,,,0.0,0.0
603169,兰石重装,2023,C35,专用设备制造业,1,,4.41,-7605563.22,30422252.88,425,10437518.0,1.0,23.25,0.013267,0.732137,9,0,1,1,1,1,1,,,,,,,,,,,,6.054439346269371,6.745237733564534,0.0,17.23068493409545,0,10437518.0,16.160917468498873,6.054439346269371,6.745237733564534,4.41,17.23068493409545,16.160917468498873,23.25,0.013267,0.732137,9,,,,,,,,,0.0,0.0
603169,兰石重装,2024,C35,专用设备制造业,1,,5.03,-14948826.66,59795306.64,409,23274106.61,1.0,23.24,0.013467,0.714683,10,0,1,1,1,1,1,,,,,,,,,,,,6.016157159698354,6.706863831090701,0.0,17.90643774828359,0,23274106.61,16.962852039253804,6.016157159698354,6.706863831090701,5.03,17.90643774828359,16.962852039253804,23.24,0.013467,0.714683,10,,,,,,,,,0.0,0.0
603176,汇通集团,2024,E48,土木工程建筑业,0,,0.57,-4822131.64,19288526.56,50,,1.0,22.49,0.011687,0.7840141999999997,3,0,1,1,1,0,0,,,,,,,,,,,,3.9318256327243257,4.605270170991424,0.0,16.77502105019037,1,0.0,0.0,3.9318256327243257,4.605270170991424,0.57,16.77502105019037,0.0,22.49,0.011687,0.7834995759999995,3,,,,,,,,,0.0,
603177,德创环保,2019,N77,生态保护和环境治理业,0,,3.54,-2783951.22,14847739.84,127,1070180.0,0.75,21.03,0.002929,0.606149,2,0,0,0,0,0,0,,,,,,,,,,,,4.852030263919617,5.5373497666891724,0.0,16.513358279653207,0,1070180.0,13.883338351010844,4.852030263919617,5.5373497666891724,3.54,16.513358279653207,13.883338351010844,21.03,0.002929,0.606149,2,,,,,,,,,0.0,
603177,德创环保,2020,N77,生态保护和环境治理业,0,,6.73,-2838722.25,15139852.0,180,1714800.0,0.75,20.96,-0.098427,0.674471,3,0,0,0,0,0,0,,,,,,,,,,,,5.198497031265826,5.886111747410234,0.0,16.532841096547312,0,1714800.0,14.354807596864175,5.198497031265826,5.886111747410234,6.73,16.532841096547312,14.354807596864175,20.96,-0.098427,0.674471,3,,,,,,,,,0.0,0.0
603177,德创环保,2021,N77,生态保护和环境治理业,0,,5.02,-4295296.76,22908249.38666667,228,1000000.0,0.75,21.04,-0.059955,0.75846,4,0,1,0,0,0,0,,,,,,,,,,,,5.43372200355424,6.122497618651747,0.0,16.947007682533354,0,1000000.0,13.815511557963774,5.43372200355424,6.122497618651747,5.02,16.947007682533354,13.815511557963774,21.04,-0.059955,0.75846,4,,,,,,,,,0.0,0.0
603177,德创环保,2022,N77,生态保护和环境治理业,0,,4.39,-5196874.67,27716664.90666667,181,403044.0,0.75,21.13,0.005235,0.748122,5,0,1,1,0,0,0,,,,,,,,,,,,5.204006687076795,5.8916518427631175,0.0,17.137544447514777,0,403044.0,12.906803497226042,5.204006687076795,5.8916518427631175,4.39,17.137544447514777,12.906803497226042,21.13,0.005235,0.748122,5,,,,,,,,,0.0,0.0
603177,德创环保,2023,N77,生态保护和环境治理业,0,,5.27,-5618168.62,22472674.48,204,,1.0,21.32,-0.031445,0.779684,6,0,1,1,1,0,0,,,,,,,,,,,,5.3230099791384085,6.011273181654913,0.0,16.927810706054228,1,0.0,0.0,5.3230099791384085,6.011273181654913,5.27,16.927810706054228,0.0,21.32,-0.031445,0.779684,6,,,,,,,,,0.0,0.0
603177,德创环保,2024,N77,生态保护和环境治理业,0,,4.99,-7449070.9,29796283.6,220,,1.0,21.33,0.010492,0.780036,7,0,1,1,1,0,0,,,,,,,,,,,,5.3981627015177525,6.086779892161543,0.0,17.209894265850355,1,0.0,0.0,5.3981627015177525,6.086779892161543,4.99,17.209894265850355,0.0,21.33,0.010492,0.780036,7,,,,,,,,,0.0,0.0
603179,新泉股份,2019,C36,汽车制造业,1,江苏省,4.5,-17477121.32,93211313.70666666,58,5540199.96,0.75,22.29,0.037482,0.639763,2,1,0,0,0,0,0,99836.9,11.51129313344172,12573.55,572.04,4.55,89.92,172409.0,39681.0,594249.0,314395.0,1471.52,4.07753744390572,4.753664499113497,0.0,18.350379674719186,0,5540199.96,15.527541332433799,4.07753744390572,4.753664499113497,4.5,18.350379674719186,15.527541332433799,22.29,0.037482,0.639763,2,4.55,99836.9,12573.55,572.04,89.92,1471.52,172409.0,39681.0,0.0,
603179,新泉股份,2020,C36,汽车制造业,1,江苏省,4.1,-16554136.71,88288729.12,64,2865145.0,0.75,22.62,0.038608,0.475856,3,1,0,0,0,0,0,104566.6,11.55757946795866,13681.55,584.39,4.27,89.92,177995.0,45975.0,719452.0,499167.0,2087.85,4.174387269895637,4.85209129348869,0.0,18.29612302571849,0,2865145.0,14.868129866692952,4.174387269895637,4.85209129348869,4.1,18.29612302571849,14.868129866692952,22.62,0.038608,0.475856,3,4.27,104566.6,13681.55,584.39,89.92,2087.85,177995.0,45975.0,0.0,0.0
603179,新泉股份,2021,C36,汽车制造业,1,江苏省,4.87,-38933047.56,155732190.24,85,4290000.0,1.0,22.73,0.038623,0.493423,4,1,1,0,0,1,0,119853.2,11.69402293954781,14585.26,671.59,4.6,91.74,188241.0,68813.0,696693.0,640917.0,2606.17,4.454347296253507,5.135833037330569,0.0,18.86364836713603,0,4290000.0,15.271797524004405,4.454347296253507,5.135833037330569,4.87,18.86364836713603,15.271797524004405,22.73,0.038623,0.493423,4,4.6,119853.2,14585.26,671.59,91.74,2606.17,188241.0,68813.0,0.0,0.0
603179,新泉股份,2022,C36,汽车制造业,1,江苏省,4.41,-56363058.82,225452235.28,139,4075366.0,1.0,22.96,0.050677,0.557529,5,1,1,1,0,1,1,124564.2,11.73257652462921,14901.37,678.32,4.55,91.74,194983.0,89248.0,662509.0,560127.0,2986.78,4.941642422609304,5.6276340527283635,0.0,19.233618881966027,0,4075366.0,15.220471361951514,4.941642422609304,5.6276340527283635,4.41,19.233618881966027,15.220471361951514,22.96,0.050677,0.557529,5,4.55,124564.2,14901.37,678.32,91.74,2986.78,194983.0,89248.0,0.0,0.0
603179,新泉股份,2023,C36,汽车制造业,1,江苏省,4.32,-78176609.03,312706436.12,195,3106266.04,1.0,23.32,0.059868,0.627758,6,1,1,1,1,1,1,130924.3,11.78237457256093,15242.28,761.46,5.0,91.74,191877.0,107899.0,684579.0,447006.0,3331.0,5.278114659230517,5.966153313680814,0.0,19.5607754078254,0,3106266.04,14.948932254526316,5.278114659230517,5.966153313680814,4.32,19.5607754078254,14.948932254526316,23.32,0.059868,0.627758,6,5.0,130924.3,15242.28,761.46,91.74,3331.0,191877.0,107899.0,0.0,0.0
603179,新泉股份,2024,C36,汽车制造业,1,江苏省,4.14,-83037863.24,332151452.96,286,3257337.46,1.0,23.49,0.061195,0.64472,7,1,1,1,1,1,1,136696.9,11.82552134505915,15293.57,,,91.74,229685.0,135838.0,753311.0,450541.0,5019.14,5.659482215759621,6.349142047749961,0.0,19.621101609485784,0,3257337.46,14.996420996574988,5.659482215759621,6.349142047749961,4.14,19.621101609485784,14.996420996574988,23.49,0.061195,0.64472,7,,136696.9,15293.57,,91.74,5019.14,229685.0,135838.0,0.0,0.0
603185,弘元绿能,2024,C38,电气机械和器材制造业,1,,4.65,-44461920.38,177847681.52,594,8650000.0,1.0,24.1,-0.092287,0.593326,6,0,1,1,1,1,1,,,,,,,,,,,,6.38856140554563,7.0800272084663165,0.0,18.996438025742492,0,8650000.0,15.973069994514992,6.38856140554563,7.0800272084663165,4.65,18.996438025742492,15.973069994514992,24.1,-0.092287,0.593326,6,,,,,,,,,0.0,
